NAME	LAT	LON
RONDONӐOLIS	-16,28	-54,35
GOIANIA	-16,41	-49,17
GOIIA	-16,38	-49,13
MONTES CLAROS	-16,43	-43,52
PORTO SEGURO	-16,26	-39,05
RIO VERDE	-17,55	-50,55
PIRAPORA	-17,21	-44,57
UBERLDIA	-18,53	-48,14
PATOS DE MINAS	-18,31	-46,26
GOVERNADOR VALADARES	-18,51	-41,56
CORUMBI-19,01	-57,4
UBERABA	-19,46	-47,58
ARAXA	-19,34	-46,56
BELO HORIZONTE	-19,51	-43,57
CAMPO GRANDE/INTL.	-20,27	-54,37
TRʓ LAGOAS	-20,47	-51,42
DIVINӐOLIS	-20,1	-44,52
VITORIA	-20,19	-40,2
VITӒIA	-20,15	-40,17
RIBEIRÏ PRETO	-21,08	-47,46
DOURADOS	-22,14	-54,49
ARAǁTUBA	-21,12	-50,26
JUIZ DE FORA	-21,46	-43,22
CAMPOS	-21,45	-41,2
PONTA PORA AEROPORTO	-22,33	-55,42
PRESIDENTE PRUDENTE	-22,07	-51,23
CABO FRIO	-22,59	-42,02
CAMPINAS-VIRACOPOS	-23,01	-47,09
BAURU/AREALVA	-22,21	-49,03
SAO CARLOS	-21,59	-47,53
RIO DE JANEIRO	-22,55	-43,1
GALEAO (RIO/INTL.)	-22,49	-43,15
SANTOS DUMONT	-22,55	-43,1
LONDRINA	-23,23	-51,11
MARINGI-23,25	-51,57
LONDRINA	-23,2	-51,08
AVARE	-23,06	-48,55
SAO PAULO/INTL.	-23,26	-46,28
SAO PAULO	-23,37	-46,39
SANTOS	-23,56	-46,2
SÏ JOSɠDOS CAMPOS	-23,14	-45,52
SANTOS AEROPORTO	-23,56	-46,18
FOZ DO IGUACU AERP.	-25,31	-54,35
TOLEDO	-24,41	-53,42
PONTA GROSSA	-25,06	-50,1
CURITIBA	-25,32	-49,11
CURITIBA	-25,26	-49,16
CHAPECO	-27,05	-52,38
LAGES	-27,48	-50,2
FLORIANOPOLIS AERP.	-27,4	-48,33
JOINVILLE	-26,13	-48,48
PASSO FUNDO	-28,15	-52,24
SAO JOAQUIM	-28,17	-49,55
NAVEGANTES	-26,53	-48,39
URUGUAIANA	-29,47	-57,02
SANTA MARIA	-29,43	-53,42
CAXIAS DO SUL	-29,12	-51,12
PORTO ALEGRE CANOAS	-29,57	-51,09
PORTO ALEGRE/INTL.	-30	-51,11
BAGE/GUSTAVO KRAEMER	-31,23	-54,07
PELOTAS	-31,47	-52,25
SAN CRISTOBAL	-0,54	-89,36
QUITO	-0,08	-78,29
GUAYAQUIL	-2,09	-79,53
IQUITOS	-3,45	-73,15
PIURA	-5,11	-80,36
LIMA	-12	-77,07
CUZCO	-13,33	-71,59
JULIACA	-15,28	-70,1
LA PAZ/ALTO	-16,31	-68,11
COCHABAMBA	-17,25	-66,11
ORURO	-17,58	-67,04
SANTA CRUZ- VIRU	-17,39	-63,08
SANTA CRUZ/EL TROMP.	-17,48	-63,11
ANTOFAGASTA	-23,26	-70,26
LA ESCONDIDA	-24,17	-69,08
OSTERINSEL	-27,09	-109,25
PUDAHUEL	-33,23	-70,47
SANTIAGO	-33,26	-70,41
CONCEPCION	-36,46	-73,04
PUERT0 MONTT	-41,26	-73,06
BALMACEDA	-45,55	-71,42
PUNTA ARENAS	-53	-70,51
KAP HOORN	-56,36	-68,43
ASUNCION	-25,16	-57,38
PUNTA DEL ESTE	-34,55	-54,55
MONTEVID. CARRASCO	-34,5	-56
CACOAL	-11,27	-61,26
SINOP	-11,59	-55,34
SORRISO	-12,33	-55,43
BARREIRAS	-12,07	-45,02
VALENǁ	-13,21	-39,08
BARRETOS/CHAFEI AMS.	-20,35	-48,36
JUJUY AERO	-24,23	-65,05
RESISTENCIA AIRPORT	-27,27	-59,03
CATAMARCA AERO	-28,36	-65,46
PASO DE LOS LIBRES	-29,41	-57,09
CORDOBA/ARGENTINIEN	-31,19	-64,13
MENDOZA AERO	-32,5	-68,47
ROSARIO	-32,55	-60,47
MALARGUE AERO	-35,3	-69,35
SAN RAFAEL AERO	-34,35	-68,24
BUENOS AIRES AERO	-34,49	-58,32
BUENOS AIRES	-34,35	-58,29
SANTA ROSA	-36,34	-64,16
MAR DEL PLATA	-37,56	-57,35
BAHIA BLANCA	-38,44	-62,1
BARILOCHE AERO	-41,09	-71,1
ESQUEL AERO	-42,56	-71,09
FARO PUNTA DELGADA	-42,46	-63,38
COMODORO RINADAVIA	-45,47	-67,3
LAGO ARGENTINO AERO	-50,2	-72,18
USHUAIA	-54,48	-68,19
FALKLANDS	-51,49	-58,27
GRYTVIKEN	-54,17	-36,3
NEUMAYER	-70,4	-8,15
SANAE-AWS	-71,4	-2,5
NORDENSKIOLD BASE	-73,03	-13,23
HALLEY	-75,27	-26,13
SIGNY ISLAND	-60,43	-45,36
MARAMBIO	-64,14	-56,43
BERNARDO O'HIGGINS	-63,19	-57,54
TROLL	-72,01	2,32
KOHNEN	-75	0
NOVOLAZAREVSKAJA	-70,46	11,5
SYOWA	-69,01	39,35
MOLODEZNAYA	-67,4	45,51
MAWSON	-67,36	62,53
PROGRESS	-69,23	76,23
MIRNYJ	-66,33	93,01
CASEY	-66,17	110,31
DUMONT D'URVILLE	-66,4	140,01
LIHUE,KAUAI	21,59	-159,21
HONOLULU	21,21	-157,56
KAHULUI,MAUI	20,54	-156,26
GUAM MARIANA IS.	13,33	144,5
HILO/GEN.,LYMAN.	19,43	-155,04
TRUK,CAROLINE IS.	7,28	151,5
PONAPE	6,58	158,13
KWAJALEIN/BUCHOLZ	8,44	167,44
HONIARA	-9,25	159,58
NAURU INT.	-0,32	166,55
ANEITYUM	-20,14	169,46
CHESTERFIELD	-19,58	158,31
NOUMEA	-22,16	166,27
SAVUSAVU AIRPORT	-16,48	179,2
NANDI (FIDSCHI)	-17,45	177,27
HIHIFO	-13,14	-176,1
PAGO PAGO/INT.AIRP.	-14,2	-170,43
RAROTONGA	-21,12	-159,49
ATUONA	-9,48	-139,02
BORA-BORA	-16,27	-151,45
TAHITI	-17,33	-149,37
PITCAIRN ISLAND	-25,04	-130,06
WEWAK W.O.	-3,35	143,4
AUCKLAND AERO	-37,01	174,49
AUCKLAND	-37,01	174,48
TAUPO	-38,44	176,05
NEW PLYMOUTH	-39,01	174,11
WELLINGTON AIRPORT	-41,2	174,48
WELLINGTON	-41,2	174,49
HOKITIKA	-42,43	170,59
CHRISTCHURCH	-43,29	172,33
CHRISTCHURCH AERO	-43,29	172,32
QUEENSTOWN/INTL.	-45,01	168,44
INVERCARGILL	-46,25	168,19
DUNEDIN	-45,56	170,12
PORT MORESBY	-9,26	147,13
DARWIN	-12,24	130,52
TINDAL	-14,31	132,23
BROOME AIRPORT	-17,57	122,13
TENNANT CREEK AIRPOR	-19,38	134,11
CAIRNS AIRPORT	-16,53	145,45
TOWNSVILLE	-19,15	146,46
CARNARVON AIRPORT	-24,52	113,4
PORT HEDLAND	-20,22	118,38
ALICE SPRINGS	-23,48	133,54
LONGREACH AIRPORT	-23,26	144,17
ROCKHAMPTON	-23,23	150,29
BUNDABERG (BINGERA)	-24,54	152,19
GERALDTON	-28,48	114,42
GILES (M.O.)	-25,02	128,18
CURTIN SPRINGS	-25,19	131,45
RAINBOW BEACH	-25,55	153,06
BRISBANE	-27,23	153,06
TABULAM	-28,45	152,27
BUNBURY	-33,22	115,38
PERTH	-31,57	115,52
KALGOORLIE BOULDER	-30,47	121,27
CEDUNA (AIRPORT M.O.	-32,08	133,42
PORT PIRIE	-33,11	138,01
ADELAIDE	-34,56	138,31
BROKEN HILL/INTL.	-32	141,28
MOUNT BOYCE AWS.	-33,37	150,16
SYDNEY AIRPORT	-33,57	151,11
SYDNEY	-33,52	151,13
NEWCASTLE	-32,55	151,48
COFFS HARBOUR	-30,19	153,07
ALBANY AIRPORT	-34,56	117,48
PORTLAND	-38,19	141,28
MELBOURNE AIRPORT	-37,4	144,5
MELBOURNE	-37,49	144,58
CANBERRA	-35,18	149,11
LAUNCESTON	-41,25	147,07
HOBART	-42,5	147,29
LORD HOWE ISLAND	-31,32	159,04
MACQUARIE ISLAND	-54,3	158,56
MACKAY	-21,1	149,11
LEINSTER	-27,51	120,42
THAGOMINDAH	-27,59	143,49
SABANG	5,52	95,19
BANDA ACEH/BL.BINTG.	5,31	95,25
MEDAN	3,38	98,53
PRAPAT-SIBISAMONT.	2,1	98,56
PADANG/TABING	-0,53	100,21
BRUNEI AIRPORT	4,56	114,56
KUCHING	1,29	110,2
KOTA KINABALU	5,56	116,03
SANDAKAN	5,54	118,04
JAKARTA	-6,07	106,52
JAKARTA HALIM P.	-6,15	106,54
JAKARTA SOEKARNO	-6,07	106,39
JOGYAKARTA/ADISUC.	-7,47	110,26
SURABAYA/PERAK	-7,13	112,43
CHRISTMAS ISLAND	-10,27	105,41
COCOS ISLAND AIRP.	-12,11	96,5
MENADO/DR.SAM RATU.	1,32	124,55
UJUNG PANDANG/HASAN.	-5,04	119,33
DENPASAR-NGURAHRAI	-8,45	115,1
AMPENAN	-8,32	116,04
SUMBAWA BESAR	-8,26	117,25
ENDEH	-8,48	121,36
DILLI/AIRPORT	-8,34	125,34
BAGUIO	16,24	120,36
MANILA	14,35	120,59
NINOY AQUINO/INTL.	14,31	121
CALAPAN	13,25	121,11
ROMBLON	12,35	122,17
PUERTO PRINCESA	9,45	118,44
TAGBILARAN	9,36	123,51
MACTAN	10,19	123,59
CAGAYAN DE ORO	8,29	124,38
DAVAO	7,08	125,39
LONGBOAT KEY	27,23	-82,38
WEESBY	54,5	9,09
WRIXUM/FOEHR	54,41	8,32
BORDELUM	54,38	8,56
EGGEBEK	54,38	9,22
FLENSBURG (SCHAEFERH	54,46	9,23
SATRUP	54,41	9,38
WAGERSROTT	54,4	9,49
HALLIG HOOGE	54,34	8,31
STRUCKLAHNUNGSHOERN	54,3	8,49
HATTSTEDT	54,32	9,02
BREKENDORFER MOOR	54,25	9,36
GROSS WITTENSEE	54,24	9,46
ERFDE	54,18	9,19
GROSSENBRODE	54,22	11,05
KREMPEL	54,19	9,01
OSTENFELD (RENDSBURG	54,19	9,49
KOEHN	54,2	10,28
PUTLOS	54,19	10,48
HOHWACHT	54,19	10,4
WACKEN	54,01	9,23
OLDENBURG I.H.	54,16	10,53
BUESUM	54,07	8,52
HEIDE	54,1	9,04
HAALE	54,1	9,34
PADENSTEDT	54,02	9,55
PADENSTEDT (PONY-PAR	54,01	9,56
TRAVEMUENDE	53,58	10,53
WEDDELBROOK	53,54	9,5
WITTENBORN	53,55	10,14
SCHWARTAU,BAD -GROSS	53,56	10,42
SPRENGE	53,41	10,22
GRAMBEK	53,34	10,41
HIDDENSEE-VITTE	54,34	13,06
DARSSER ORT (SWN)	54,28	12,3
SAGARD	54,31	13,32
STEINHAGEN-NEGAST	54,15	13,02
BASTORF-KAEGSDORF (S	54,08	11,4
TRIBSEES	54,05	12,47
KIRCHDORF/POEL	54	11,26
GERSDORF	54,05	11,44
GROSS LUESEWITZ	54,04	12,2
KAVELSDORF	54	12,13
SUEDERHOLZ-NEUENDORF	54,06	13,09
KARLSHAGEN	54,06	13,49
GROSS KIESOW-SCHLAGT	54,01	13,3
ANKLAM	53,5	13,41
CARLOW	53,46	10,56
GREVESMUEHLEN	53,5	11,1
VENTSCHOW	53,47	11,34
BAUMGARTEN	53,49	11,53
PARUM	53,49	12,07
TETEROW	53,46	12,34
BORRENTIN-WOLKWITZ	53,49	12,58
RATHEBUR	53,44	13,47
GOLDENBOW	53,32	11,46
FRIEDLAND	53,4	13,32
ROTHEMUEHL	53,36	13,49
DODOW	53,3	11
NEUSTADT-GLEWE-FRIED	53,28	11,34
LINSTOW	53,37	12,23
PLAU AM SEE	53,28	12,14
GROSS LUKOW	53,32	13,01
ROTHENKLEMPENOW	53,31	14,13
REDEFIN	53,21	11,12
RECHLIN	53,2	12,43
GRAMBOW-SCHWENNENZ	53,23	14,22
MALK GOEHREN	53,13	11,22
KRUEMMEL	53,16	12,43
HARSEWINKEL	51,58	8,13
STEINHAGEN	52,01	8,25
BIELEFELD/OLDENTRUP	52,01	8,37
MARMSTORF	53,26	9,56
HAMBURG-NEUWIEDENTHAL	53,29	9,54
BORKUM-SUEDERSTRASSE	53,35	6,4
BORKUM-FLUGPLATZ	53,36	6,42
DORNUM	53,39	7,26
SPIEKEROOG (SWN)	53,46	7,4
WANGERLAND-HOOKSIEL	53,38	8,05
LANGEN-HOLSSEL, KREI	53,42	8,38
STEINAU,KR.CUXHAVEN	53,41	8,52
FREIBURG/ELBE	53,5	9,15
LAMSTEDT	53,38	9,06
DROCHTERSEN	53,43	9,23
RUTHENSTROM	53,43	9,25
MITTELNKIRCHEN-HOHEN	53,33	9,37
NORDEN-LEYBUCHTPOLDE	53,3	7,07
ZETEL	53,27	8,01
BUTJADINGEN-INTE	53,29	8,23
BEVERSTEDT	53,26	8,48
BOCKHORN-GRABSTEDE	53,22	7,58
DOLLART-KANALPOLDER	53,14	7,13
MOORMERLAND-NEERMOOR	53,19	7,26
WESTERSTEDE	53,15	7,56
OVELGOENNE	53,23	8,27
RASTEDE	53,14	8,13
BRAKE	53,21	8,3
SCHWANEWEDE-NEUENKIR	53,13	8,31
WORPSWEDE-HUETTENBUS	53,17	8,59
BOCKEL	53,12	9,18
ROSENGARTEN-KLECKEN	53,22	9,57
KOENIGSMOOR	53,14	9,39
ROTES MEER	27,32	34,04
GOLF AKABA-S	28,25	34,35
GOLF AKABA-N	29,15	34,5
BLECKEDE-WALMSBURG	53,14	10,51
WENDISCH EVERN	53,13	10,28
PORT-SAID	32,02	31,13
ISRAEL	31,51	34,16
SE-KRITIKO	33	27,31
DELTA	33,07	31,21
HUDE/OLDENBURG	53,07	8,25
SW-KRITIKO	34,1	20,2
SUEDL.KRETA	34,02	23,4
OTTERSBERG-OTTERSTED	53,08	9,09
OESTL.DJERBA	35	11,3
MELITA-SE	35	13,3
SIDRA	34,37	16,41
OESTL.TUNIS	34,51	18,41
KRETA-SE	34,35	26,1
RHODOS/ZYP.	34,58	30,25
CRUSADE-N	35,17	34,28
ROTENBURG (W܍ME)	53,08	9,2
TUNIS	36,11	12,34
KITHIRASEE	35,42	22,31
WEST CRETAN	36	24,29
AEGAEIS-S.	36,16	25,27
KARPATHIO	36,02	26,41
KASTELORIZO	35,34	28,3
TAURUS-W	36,29	30,56
TAURUS-E	36	34
HEESLINGEN-WIERSDORF	53,18	9,2
PALOS	37	0
CABRERA-W	37,28	1,14
ALGER-W	37,15	3,15
PANTELLERIA	37	12
ION.MEER	37,22	19,1
S-IONIANSEA	37,1	21,02
AEGAEIS-SW.	37	24
KOS	37	27
CABRERA	38,29	3
ALGIER	37,47	4,59
ANNABA	37,57	7,1
SUEDL.SARD.	37,57	9,22
TUNISIE-E	38	11,1
BOOT-S	37,39	17,08
CENTRAL AEGEAN	38	25
SAMOSSEE	37,54	26,12
ZERNIEN	53,04	10,53
BALEARES-SW	39,01	0,56
BALEAREN	39,26	3,4
CABRERA-E	39,24	5,01
LIPARI-SE	38,31	15
BOOT	38,48	18
ION.MEER-N.	39	19,31
AEGAEIS-N.	39	25,16
SARDAIGNE-S	39,31	7,29
CARBONARA	39,34	11,13
CIRCEO-S	40,15	13
LIPARI	39,31	14
AEGAEIS-NW.	39,45	23
THRAKICO	40,15	26
MARMARA	40,29	28,29
DOERPEN	52,57	7,19
BALEARES-NE	40,48	2,43
MINORQUE	40,31	4
WESTL.KOR/S	41,25	6,57
TYRRH.MEER	41,28	10,31
STR.OTRANTO	40,45	19
GOLFE-LION	42,1	4,28
CORSE	41,31	8,15
CIRCEO-N	41,31	12
NDL.BARI	42	16,29
ADRIA-SUED	41,58	17,46
SCHW.MEER1	41,52	28,51
SCHW.MEER7	42	36
GROSSENKNETEN-AHL.	52,55	8,13
AHLHORN	52,54	8,1
LION	42,31	3,45
SDL.PROVENCE	42,45	6,31
LIGUR.MEER	43,16	9,17
ELBA	42,45	10
ZENTR.ADRIA	43	15,31
SCHW.MEER2	42,43	29,14
BASSUM	52,52	8,42
ADRIA-NORD	44,07	13,05
OESTL.ANCONA	43,3	14,12
SCHW.MEER3	43,34	29,39
SCHW.MEER6	43,51	35,15
SCHWARME	52,55	9,03
GOLF-VENEDIG	45	13
SDL.PULA	44,31	14
RAB	44,36	14,3
VERDEN-DAUELSEN	52,58	9,14
SCHW.MEER4	45,16	30,32
VORM WIETZENBRUCH	52,59	9,54
SCHW.MEER5	46,19	36,58
UELZEN	52,56	10,32
HOHENZETHEN	53,03	10,5
STR.DOVER	50,29	0,29
TWIST-HEBELERMEER	52,44	7,05
THEMSE	51,14	1,29
GROSS BERSSEN	52,46	7,29
RHEINMUENDG.	52	3
IJMUIDEN	52,31	3,31
LOENINGEN	52,43	7,45
HUMBER	53,16	2,36
NORDSEE1	53,49	4,33
IJSSELMEER	52,42	5,24
OSTFR. KUESTE	53,45	7
LUEB. BUCHT	54,06	11,12
NDL.POEL	54,15	11,45
BALTRUM	53,44	7,23
HUMBER-W	53,31	1
DOGGER-SUED	54	3
NORDSEE2	54,35	4,18
WESTFR.KUESTE	53,5	5,15
DT.BUCHT	54,26	5,42
POS.FPN	54,29	7,22
WANGEROOGE	53,56	7,46
ELBEMUENDUNG	54	8,06
KIELER BUCHT	54,31	10,43
WESTL.OSTS.	54,29	12,23
WESTL.RUEGEN	54,34	13
BODDENGEW. OST	54,18	14
SUEDL.OSTS.	54,22	15,43
BARNSTORF	52,42	8,29
DOGGER	55,11	2,1
ENTENSCHN.	55,19	3,52
NORDSEE3	55,3	5,58
NORDW.SYLT	55,28	7,17
NORDFR.KUE.	54,42	8
FLENSB.FOER.	54,48	10,12
BELTE/SUND	55,3	10,44
FEHMARN		54,36	11,18
NDL.RUEGEN	55	13,24
OESTL.BORNHOLM	55,29	16,31
NDL.DANZIG	55,12	19
ISET-MEER22	54,37	12,38
FISCHER-SUED	56,29	6,15
KATTEGAT	56,29	10,46
NDL.MOEN	55,12	12,45
KATTEGAT-S	56	11,42
HANOE-BUCHT-W	55,3	14,29
NDL.BORNHOLM	55,45	15,15
KALMAR-SUND-S	56,12	16,12
SE-OSTSEE	56,11	17,5
WESTL.KLAIPEDA	56	20
FRANKENFELD-HEDERN	52,46	9,24
FORTIES	57,08	1,4
FISCHER	57,22	5,17
SKAGERRAK	57,28	8,57
KATTTEGAT-N	57,15	11,29
FALLINGBOSTEL, BAD	52,52	9,41
UTSIRA-SUED	58,21	5,08
KAP LINDESNES	58	6,42
NWL.SKAGEN	58,12	10
SKAGERRAK-E	58	11
WESTL.GOTLAND	57,31	17,31
ZENTR.OSTS.	57,58	20,11
RIGAI.MEERB.	57,45	23,3
SCHARNHORST-MARWEDE	52,44	10,2
VIKING-S	58,45	1,31
OSLOFJORD	58,45	10,29
SDL.STOCKHOLM	58,3	17,29
OESTL.STOCKHOLM	59	19
WESTL.OESEL	58,45	21,31
VIKING	60,05	0,47
UTSIRA-NORD	60,2	4,47
SDL.ALAND	59,42	17,18
RINGE-GROSSRINGE	52,36	6,54
NOERDL.OSTS.	59,56	20,54
FINN.MEERB.-W	59,36	24
FINN.MEERB.	60	26
UTVAR	61	4
BOTTENSEE-SW	61	17,36
ALANDSEE	60,45	19,31
LADOGA SEE	61	31,3
SVINOY	62,2	4,23
BOTTENSEE	62	19,31
ALFHAUSEN	52,29	7,55
63NORD00OST	63,04	0,07
BOTTENSEE-NW	62,48	18,48
DINKLAGE	52,4	8,07
FROYABANKEN	64	7
QUARK	63,3	21
KIRCHDORF, KREIS DIE	52,36	8,51
BOTTENWIEK	65	23,31
NIENBURG	52,4	9,13
WIETZEN	52,43	9,05
REHBURG-LOCCUM	52,26	9,08
POSITION M	66	2
HALTENBANK	65,31	8,35
ESSEL	52,41	9,39
NEUSTADT AM RUEBENBE	52,3	9,29
WEDEMARK-ELZE	52,35	9,44
CELLE (STADT)	52,37	10,04
UETZE	52,28	10,11
LOFOTEN	68,33	14,03
WITTINGEN-VORHOP	52,38	10,4
BENTHEIM, BAD	52,18	7,08
NORDKAP	72,09	25,17
NEMDEN	52,13	8,12
ROTHENFELDE, BAD	52,06	8,11
HAMELN	52,05	9,23
HATTENDORF	52,14	9,16
RINTELN-VOLKSEN	52,08	9,07
HAMELN-HASTENBECK	52,05	9,25
BARSINGHAUSEN-HOHENB	52,19	9,26
SALZHEMMENDORF-LAUEN	52,05	9,33
BAERENINSEL	74,39	19,43
HANNOVER-HERRENHAUSE	52,24	9,4
HANNOVER-KIRCHRODE	52,22	9,49
LEHRTE-SIEVERSHAUSEN	52,22	10,08
SPRINGE	52,13	9,34
SPITZBERGEN	76,58	7,19
GLOBAL1	54,3	6,22
WATENSTEDT	52,09	10,22
WOLFSBURG (SUEDWEST)	52,24	10,41
SUEPPLINGEN	52,14	10,55
HELMSTEDT	52,15	10,58
CREMLINGEN-DESTEDT	52,14	10,43
OTTENSTEIN	51,57	9,24
BEVERN	51,51	9,3
EIMEN-VORWOHLE	51,53	9,44
MORINGEN-LUTTERBECK	51,43	9,5
NORTHEIM-STOECKHEIM	51,45	9,57
NORTHEIM-IMBSHAUSEN	51,46	10,02
SEESEN	51,54	10,11
LIEBENBURG-OTHFRESEN	52,01	10,24
CLAUSTHAL-ZELLERFELD	51,47	10,21
LANGELSHEIM-ASTFELD	51,56	10,21
WESTERODE	51,54	10,33
BAD HARZBURG	51,54	10,34
BODENFELDE-AMELITH	51,42	9,31
SCHLOCHAU	51,43	9,56
BERKA	51,41	10,07
HERZBERG	51,38	10,22
HERZBERG-LONAU	51,41	10,22
LAUTERBERG,BAD-BARTO	51,36	10,28
DRANSFELD-OSSENFELD	51,32	9,48
MOLLENFELDE	51,25	9,51
MEYENBURG	53,19	12,17
UCKERLAND-KARLSTEIN	53,26	13,49
HOHENREINKENDORF	53,14	14,2
LENZEN/ELBE	53,06	11,29
KARSTAEDT/PRIGNITZ	53,1	11,45
KUHBIER	53,09	12,05
KARSTEDTSHOF	53,06	12,29
WITTSTOCK-ROTE M܈LE	53,11	12,29
MENZ	53,06	13,02
MITTENWALDE/UCKERMAR	53,11	13,39
NEURUPPIN-GUEHLEN GL	53,03	12,46
PASSOW	53,08	14,07
BERKHOLZ-MEYENBURG	53,02	14,14
PERLEBERG	53,06	11,52
ZEHDENICK	52,58	13,2
FRIEDRICHSWALDE	53,01	13,43
JOACHIMSTHAL	52,57	13,49
KLESSEN	52,44	12,3
KREMMEN-GROSS ZIETHE	52,44	13,01
MARWITZ (WASSERWERK)	52,4	13,11
HECKELBERG	52,45	13,5
WUSTROW	52,46	14,13
WUSTERWITZ	52,22	12,23
BERGE	52,37	12,47
STAAKEN	52,32	13,07
AHRENSFELDE	52,35	13,34
RUEDERSDORF	52,28	13,46
STRAUSBERG	52,35	13,56
MUENCHEBERG	52,31	14,07
BOECKE	52,18	12,24
BRANDENBURG/HAVEL	52,25	12,34
GROSS KREUTZ	52,24	12,47
FAHLHORST	52,18	13,11
THYROW	52,15	13,14
POHLITZ	52,11	14,34
FLAEMING	52,02	12,36
BRUECK-GOEMNIGK	52,1	12,44
FELGENTREU	52,06	13
MUENCHEHOFE	52,09	13,5
NEU MADLITZ	52,22	14,15
COSCHEN	52,01	14,44
LANGENLIPSDORF	51,55	13,05
HOHENBUCKO	51,46	13,28
LUEBBEN-BLUMENFELDE	51,56	13,53
BISCHDORF, KREIS OBE	51,48	13,58
LIEBEROSE	51,59	14,18
HAENCHEN	51,43	14,16
GRAUSTEIN	51,34	14,29
ELSTERWERDA	51,27	13,31
ZARQA AIRPORT	32,02	36,09
LOD IL	32,35	35,35
CASCAVEL	-25	-53,3
CACADOR	-26,47	-50,56
CRICIڍA	-28,44	-49,26
CALDAS NOVAS	-17,44	-48,37
BONITO	-21,23	-56,46
GUARAPUAVA	-25,23	-51,13
IPATINGA	-19,28	-42,29
JAGUARUNA	-28,41	-48,04
JI-PARANI-10,52	-61,51
JUAZEIRO DO NORTE	-7,13	-39,16
MARILIA	-22,12	-49,56
SANTO GELO	-28,17	-54,1
SÏ JOSɠD. R. PRETO	-20,49	-49,24
PORTO DE TROMBETAS	-1,29	-56,24
UNA	-15,21	-39
VAG	-21,35	-45,28
TEIXEIRA DE FREITAS	-17,32	-39,41
POLO TURISTICO	-2,54	-40,22
MALDONADO	-34,51	-55,06
BELO HORIZONTE AIRP.	-19,2	-43,58
JUIZ DE FORA	-21,31	-43,1
FORT WORTH-ALLIANCE,	32,59	-97,19
BAURU/AREALVA APT.	22,09	-49,04
ARACATI	-4,34	-37,48
CRUZ/ARISTON PESSOA	-2,54	-40,21
MACAE	-22,2	-41,46
PONTA GROSSA	-25,11	-50,09
PATO BRANCO	-26,13	-52,42
ARARAQUARA	-21,48	-48,08
UMUARAMA	-23,48	-53,19
PATO BRANCO AIRPORT	-26,13	-52,42
GLAUBER DE ANDRADE	-15,54	-40,55
RUKLA	55,03	24,24
HALLE DIESELSTR. HKW	51,28	12
RUHLAND	51,28	13,52
BOCHUM UMSPWK.	51,28	7,11
EISERFELD UMSPWK.	50,51	7,59
GUNDELFINGEN UMSPWK.	48,31	10,23
HANEKENFĈR UMSPWK.	52,29	7,18
HOHENECK UMSPWK.	48,55	9,12
K܈MOOS UMSPWK.	47,36	7,57
LEUPOLZ UMSPWK.	47,44	10,22
MITTELBEXBACH UMSPWK	49,22	7,14
NIEDERSTEDEM UMSPWK.	49,55	6,29
RHEINAU UMSPWK.	49,26	8,33
ROMMERSKIRCHEN UMSPW	51,01	6,42
URBERACH UMSPWK.	49,59	8,46
WEI߅NTURM UMSPWK.	50,24	7,27
WESTERKAPPELN UMSPWK	52,17	7,53
GRONAU WEST	51,19	7,17
SOONWALD WEST 1	50,2	7,3
SOONWALD WEST 2	49,59	7,47
SOONWALD WEST 3	50,19	7,3
SOONWALD WEST 4	49,56	7,49
KLETTWITZ	51,34	13,53
WONNEGAU WEST 1	49,52	7,54
WONNEGAU WEST 2	47,54	8,2
WONNEGAU WEST 3	49,45	8,11
WONNEGAU WEST 4	49,47	8,08
WONNEGAU WEST 5	49,55	7,49
KNAPSACK (HܒTH)	50,52	6,5
GEYEN (PULHEIM)	50,59	6,48
WALBERBERG WEST	50,51	6,53
VILLE OST 1	50,53	6,54
VILLE OST 2	50,56	6,49
KUGELBERG O. / W. 1	49,13	8,5
KUGELBERG O. / W. 2	48,58	9,1
KUGELBERG O. / W. 3	49,34	8,32
KUGELBERG O. / W. 4	49,24	8,37
KUGELBERG O. / W. 5	49,04	9,02
KUGELBERG O. / W. 6	49,31	8,34
KUGELBERG O. / W. 7	49,14	8,45
KUGELBERG O. / W. 8	49	9,07
HEINERSCHEID	50,05	6,04
BELFAST CITY	54,37	-5,52
DONCASTER SHEFFIELD	53,29	-1
BRISTOL	51,23	-2,43
NEWQUAY	50,26	-5
FARNBOROUGH	51,17	-0,47
SOUTHEND	51,34	0,42
LEEDS BRADFORD	53,52	-1,4
TEESSIDE INTL.	54,31	-1,26
CAMBRIDGE	52,12	0,1
NORRKOPING/KUNGSANG	58,35	16,15
ISTANBUL AIRPORT	41,16	28,45
DUBAI/AL MAKTOUM INT	24,55	55,11
FUJAIRAH INTL	25,07	56,19
ERBIL INTL	36,14	43,57
RAYONG/U-TAPAO PATT.	12,41	101
BERLIN-BUCH	52,38	13,3
BERLIN-MARZAHN	52,32	13,34
BERLIN-KANISWALL	52,24	13,44
BIRKENMOOR	50,19	10,53
HOHENROTH	50,19	10,1
MARIA-BILDHAUSEN	50,17	10,18
MARKERSREUTH	50,13	11,49
POPPENHOLZ	50,11	11,27
EBERTSHAUSEN	50,08	10,21
BAD STAFFELSTEIN	50,07	11
SCHOELLKRIPPEN	50,06	9,15
BRAUNERSGRUEN	50,05	12,06
KOESLAU	50,04	10,4
GROSSZIEGENFELD	50,01	11,1
